,Smiles
1245,CP1(=O)OCC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1
1246,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCC[C@]3(CCOC3)[C@@H]1COc1c(F)ccc(F)c12
1247,COc1cc2c(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)[C@](C)(C(F)(F)F)OCC2
1248,COc1ccc(CC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1
1249,COc1cc2c(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C(C(F)(F)F)OC2
1250,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
1251,Oc1ccc(Cc2nccc3cc(O)c(O)cc23)cc1O
1252,c1ccc2c(c1)Sc1ccccc1N2C[C@H]1CN2CCC1CC2
1253,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccccc12
1254,COc1ccc2[nH]cc(CCNc3cc(-c4ccc5c(c4)OCO5)ncn3)c2c1
1255,Cc1ccccc1C(=O)Nc1ccc(NC(=O)c2ccccn2)cc1Cl
1256,Cc1ccccc1[C@H]1[C@@H]2CN(C3=NC(=O)CO3)C[C@H]2CC[C@@H]1O[C@H](CO)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
1257,O=S(=O)(c1ccc2[nH]c(N3CCOC(c4ccccc4)C3)nc2c1)C(F)(F)F
1258,CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1
1259,Fc1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1
1260,CC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2
1261,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCCc3ccccc3)C2)C1
1262,CC1(C)CCC(Nc2ncnc3c2nn2ccccc32)CC1
1263,Cc1c2c(nn1-c1nnc(-c3ccc(OC(C)C)c(Cl)c3)s1)CCN(CCC(=O)O)C2
1264,Cc1ccn(-c2ccc(C(=O)N3CCC(F)(F)/C(=C\C(=O)O)c4ccccc43)c(Cl)c2)n1
1265,Cc1cc(SCC(=O)c2ccc(Br)cc2)cc(C)[o+]1
1266,C=C(CC1(C(C)NP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1
1267,CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(CCC#N)c2n1
1268,C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](N)c1ccccc1
1269,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
1270,OCC1OC(C#Cc2ccccc2)C=CC1O
1271,COCCNc1nc(-c2ccc(N(C)C)cc2)nc2ccccc12
1272,NCCN1C(=O)c2ccccc2[C@@]1(O)c1ccc(Cl)cc1
1273,N=C(N)N/N=C\c1c(Cl)cccc1Cl
1274,CN(C)c1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(CCC#N)c2n1
1275,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl
1276,Oc1c2ccccc2c2c3c(cccc13)N=N2
1277,CC(=O)O[C@@H]1CN2CCC1CC2
1278,CC(C)CO[C@H](c1ccc2c(c1)OCO2)[C@H](C)Br
1279,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
1280,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(OCc3ccc(F)cc3)c(F)c2)cc1F
1281,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
1282,COc1cc(OC)cc(-c2nnc([C@@]3(Cc4ccccc4)OC(=O)N([C@H](C)c4ccccc4)C3=O)o2)c1
1283,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
1284,CC(N)C12CC3CC(CC(C3)C1)C2
1285,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(Cl)c(Cl)c1
1286,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1COCC[C@H]12
1287,CN(Cc1ccco1)c1ccnc(-c2ccccc2C(F)(F)F)n1
1288,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
1289,Cc1noc(C)c1C(=O)N1CCC[C@@]2(CCN(c3cccc(-c4ccccc4)c3)C2)C1
1290,Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)OC2CCN(C)CC2)cc1
1291,COc1ccc2[nH]cc(CCNc3ccnc(-c4ccccc4C)n3)c2c1
1292,FC(F)(F)c1ccccc1-c1cncnc1NCCc1cnc[nH]1
1293,C[C@H](N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
1294,CN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)CC1
1295,Cc1noc(C)c1-c1ccc2ncnc(Nc3ccc(F)cc3)c2c1
1296,c1ccc(-c2ccc(N3CC[C@@]4(CCCNC4)C3)cc2)cc1
1297,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21)OC
1298,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]2c3cccc4c3c(cn4C)C[C@@H]21
1299,CC(=O)N1CCC2(CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1
1300,CC(=O)N1CCC2(CCN(Cc3ccccc3)CC2)CC1
1301,COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(C[C@H]3CCCO3)c2n1
1302,c1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cc1
1303,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC([14CH3])([14CH3])C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O
1304,CC(=O)N1CCC[C@@]2(CCN(Cc3ccc(C#N)cc3)C2)C1
1305,CNCCCC12CCC(c3ccccc31)c1ccccc12
1306,CCC(CC)C1c2ccccc2CCN1C(=O)CNCC1(O)CCCCC1
1307,Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)ccc1F
1308,COc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)nc1OC
1309,NC(=O)c1sc2ncccc2c1N
1310,COc1ncc(F)c(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)n1
1311,COc1cccc(-c2nc(OC)c3ccccc3n2)c1
1312,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1
1313,C[C@H](NC(=O)c1cccc2c1Oc1ccc(C(F)(F)F)cc1CC2)c1ccc(C(=O)O)cc1
1314,COc1ccccc1S(=O)(=O)/C=C/c1ccc(Cl)cn1
1315,COc1ccccc1S(=O)(=O)/C=C/c1c(Cl)ncnc1Cl
1316,O=S(=O)(/C=C/c1ncccc1F)c1cccc(OCCCN2CCOCC2)c1
1317,Cl.O=S(=O)(/C=C/c1ncccc1Cl)c1ccc(OCCCN2CCOCC2)cc1
1318,Cl.O=S(=O)(/C=C/c1ccc(F)nc1)c1ccc(OCCCN2CCOCC2)cc1
1319,CC(C)CN1CC2(CCN(C(=O)c3ccncc3)CC2)C1
1321,O=C(O)CSCC(=O)O
1322,CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21
1323,COc1ccccc1CNc1cc(-c2ccc(C(=O)N(C)C)cc2)ncn1
1324,CN(C)CCCc1c2ccccc2nc2ccc(Cl)cc12.O=P(O)(O)O
1325,CC1(C)C(=O)N(CCN2CCC(C(=O)c3ccc(F)cc3)CC2)c2ccccc21
1326,c1ccc2nc(CC[C@@H]3CCCCN3)ccc2c1
1327,CN(C)CCC=C1c2ccccc2CCc2ccccc21
1328,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F
1329,CC(C)CN1CCc2nc(-c3ccccc3)c3c(c2CC1)COC(C)C3
1330,COc1ccc(NC(=O)N2CC3(CCN(C(C)=O)CC3)C2)cc1
1331,COc1ccc2nc3c(cc2c1)Cc1ccccc1-3
1332,Cc1cc2c(nc1C)CCCN2C[C@H](O)CN1CCCc2nc(-c3ccc(Br)cc3)ccc21
1333,CC(C)CN1CC[C@@]2(CCCN(C(=O)c3ccncc3)C2)C1
1334,COc1ccccc1CN1CCCC2(CCN(C(=O)c3ccncc3)CC2)C1
1335,NC[C@H](CC(=O)O)c1ccc(Cl)cc1
1336,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
1337,CNc1cc(OC)c(C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl
1338,COc1ccc(Oc2ncc3nc(C)c(=O)n(Cc4cccs4)c3n2)cc1
1339,C[C@@H]1CC[C@@H]2C(=O)N3[C@@H](CC[C@@H](C)[C@@H]3c3ccc(-c4ccco4)cc3)C(=O)N2[C@H]1c1ccc(-c2ccco2)cc1
1340,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccccc4)c3C[C@H]2CN1C(=O)c1ccccc1
1341,O=C(O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)CCCC2)cc1
1342,O=C(Nc1cccc(F)c1)N1CCC2(CCNCC2)CC1
1343,COc1ccccc1CNc1ccnc(-c2cccnc2)n1
1344,Cc1cc(O)c(-c2cc(O)c(C)cc2O)cc1O
1345,CN(C)c1ccc(-c2ccc3ncnc(NCc4ccccc4)c3c2)cc1
1346,NCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12
1347,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
1348,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
1349,CCCC(=O)N1CCC(=CC#Cc2cccc(C)n2)CC1
1350,CCOC(=O)N1CCC(=CC#Cc2cccc(Cl)c2)CC1
1351,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
1352,CS(=O)(=O)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1
1353,COc1ccc(C(=O)N2CCC3(CC2)CN(c2ccccn2)C3)cc1
1354,COc1ccc(NC(=O)CN2CCN(CC(=O)Nc3ccccc3Cl)CC2)cc1
1355,O=C(O)[C@H]1CCc2ccc3ccccc3c2[C@H]1c1cccc2ccccc12
1356,CC(C)(C)OC(=O)N[C@@H]1CCN(C(=O)O[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)C1
1357,N#Cc1ccc(N[C@@H]2CCN(C(=O)O[C@H]3C4CC5CC3C[C@](C(N)=O)(C5)C4)C2)nc1
1358,N#Cc1cccnc1N[C@H]1CCN(C(=O)O[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)C1
1359,Nc1nc2ccc(SCc3ccc(Cl)c(Cl)c3)cc2s1
1360,COC(=O)c1ccc(CS(=O)(=O)c2ccc3nc(N)sc3c2)cc1
1361,COc1cc(CNC(=O)c2ccc3nc(N)sc3c2)cc(OC)c1OC
1362,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
1363,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)nc2c1
1364,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccn(-c4ccccc4)c3=O)nc2c1.Cl
1365,O=C(Nc1nc(C(F)(F)F)co1)C1c2ccccc2Oc2ccccc21
1366,O=C(NC1CCCCC1)c1nnc(CS(=O)(=O)c2ccccc2)o1
1367,Cc1noc(C)c1-c1ccc(-c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(-c3ccc(Cl)cc3)c2C)cc1
1368,O=C(CCCCN1CCCCC1)Nc1cc(-c2ccco2)n[nH]1
1369,COc1ccc(-c2cc(NC(=O)CCCCN3CCC(C(N)=O)CC3)[nH]n2)cc1
1370,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
1371,Cl.O=C(c1ccccc1)c1ccc(NC(=O)N2CCNCC2COc2cccnc2)cc1
1372,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
1373,Sc1ncnc2nc[nH]c12
1374,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
1375,CC(C)Cc1ccc(C(C)C(=O)O)cc1
1376,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
1377,CCN(CC)C(=S)SSC(=S)N(CC)CC
1378,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
1379,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
1380,O=C(NO)c1ccc(-c2ccc(CNCc3ccccc3)cn2)s1
1381,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1c(C#N)ccc2ccccc12
1382,N#Cc1ccc(C(=O)NCC(=O)NC(c2ccccc2)c2ccc(Cl)cc2)cc1
1383,CCC(NC(=O)CNC(=O)c1ccc(F)cc1)c1ccccc1
1384,O=C(CNC(=O)c1ccc(F)cc1)NCC1c2ccccc2CCc2ccccc21
1385,Cc1ccc(-c2nnc(N3CCN(C(=O)c4ccccc4)C[C@H]3C)c3ccccc23)cc1
1386,Cc1ccc(-c2nnc(N3CCN(C(=O)c4ccccc4)[C@@H](C)C3)c3ccccc23)cc1
1387,C[C@H]1CN(c2nnc(-c3cccnc3)c3ccccc23)CCN1C(=O)c1ccccc1
1388,O=C(c1ccccc1)N1CCN(c2nnc(-c3ccccc3Cl)c3ccccc23)CC1
1389,Cc1ccccc1-c1nnc(N2CCN(C(=O)c3ccccc3)CC2)c2ccccc12
1390,N#Cc1cccc(-c2nnc(N3CCN(C(=O)c4ccccc4)CC3)c3ccccc23)c1
1391,C[C@H]1CN(C(=O)c2ccccc2)CCN1c1nnc(-c2ccccc2)c2ccccc12
1392,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCCO)(c2ccccc2)C1
1393,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
1394,O=S1(=O)CCC(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1
1395,CC1(C)CCC(NCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)CC1
1396,CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CNCC1CCOCC1
1397,C[C@H]1CN(c2nnc(N3CC=CC=N3)c3ccccc23)CCN1C(=O)c1ccccc1
1398,CCc1cnc(N2CCC(c3nc(COc4ccc(/C=C5\CC(=O)NC5=O)cc4C)cs3)CC2)nc1
1399,CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1
1400,COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1
1401,C=CCOCC(O)CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
1402,O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(-c2ccc(F)c(F)c2)cc1
1403,CC[C@]1(c2cccc(C(N)=O)c2)[C@@H]2CN(CC3(O)Cc4ccccc4C3)C[C@@H]21
1404,NCCCCN(Cc1ncccc1Cl)C[C@H]1Cc2ccccc2CN1
1405,COc1ccc(C(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1
1406,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nn1
1407,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc3nc(C(C)C)sc3c2F)nc1
1408,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1
1409,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C
1410,CNCc1cc(=O)oc2cc(OC)ccc12
1411,N#Cc1ccc(Cn2nccc2-c2cc(F)c3nnn(-c4ccc5cn[nH]c5c4)c3c2)cc1
1412,Nc1ccc(S(=O)(=O)N2CCN(c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3-c3cccnc3)CC2)cn1
1413,Cc1ccn(-c2ccc(C(=O)N3CCC(F)(F)/C(=C\C(=O)NCc4ccccn4)c4ccccc43)c(Cl)c2)n1
1414,O=C(/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1
1415,O=C1/C(=C/c2cccc(Cl)c2)CC/C1=C\c1cccc(Cl)c1
1416,O=C1/C(=C/c2ccc(C(F)(F)F)cc2)CC/C1=C\c1ccc(C(F)(F)F)cc1
1417,Cc1ccc(/C=C2\CCC/C(=C\c3ccc(C)cc3)C2=O)cc1
1418,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccccc1
1419,CC(C)(C)Cn1ncn(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)c1=O
1420,CC(C)C[C@H](C[C@@H](O)N1CCC[C@@H](Cc2ccc(F)cc2)C1)NC(=O)Nc1cccc(-c2nnnn2C)c1
1421,CC(C)c1cc(NC(=O)N[C@H](C)C[C@@H](O)N2CCC[C@@H](Cc3ccc(F)cc3)C2)cc(-c2nnnn2C)c1
1422,O=C(OCC12CCN(CC1)CC2)c1c[nH]c2cc(Cl)cc(Br)c12
1423,c1ccc(Cn2nnnc2C(c2ccc3occc3c2)N2CCCN(C3CCC3)CC2)cc1
1424,O=C(OCC12CCN(CC1)CC2)c1c[nH]c2cc(F)c(F)cc12
1425,N=C(N)N/N=C\c1ccc(O)c(C(=O)O)c1
1426,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
1427,Cc1ccc(/N=C2/Sc3nc4cc(C)cc(C)c4cc3CN2CCN2CCOCC2)cc1
1428,O=S(=O)(c1ccc(F)cc1)N1CC2CCCN2c2ccc(C(F)(F)F)cc21
1429,CNc1nc(C)cc(C)c1S(=O)(=O)c1ccc(C)cc1
1430,Nc1nc(-c2cccnc2)cc(-c2cc(-c3cccnc3)nc(N)n2)n1
1431,O=C(O)C1(C(=O)O)CCN(S(=O)(=O)c2ccccc2)CC1
1432,COC(=O)c1c[nH]nc1N=C(S)Nc1ccccc1C
1433,CN(C)CCNS(=O)(=O)N(C)C
1434,CC(C)[C@@H](OCc1ccccc1)[C@H](C)/C=N\OC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O
1435,CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1
1436,Cc1ccoc1C(=O)Nc1ccc(N2C(=O)c3cccc(F)c3C2=O)c(Cl)c1
1437,O=C(Nc1ccc(N2C(=O)c3cccc(Cl)c3C2=O)c(Cl)c1)c1ncccc1Cl
1438,O=C(O)c1cc(O)c2ccc(Cl)cc2n1
1439,CCOc1ccc(OCC)c(NC(=O)C2CCCN(S(=O)(=O)c3cccs3)C2)c1
1440,CC(=O)NN1C(=O)c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2C1=O
1441,CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@@H]12
1442,CC(C)CNCCc1ccccn1
1443,COc1ccc2nc(O)c(N=C(N)S)nc2c1
1444,Clc1cncc(N2CCNCC2)n1
1445,COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4cccn4C)CC3)C2)cc1
1446,CCN=C(S)N1CC(C)OC(C)C1
1447,CCCC/N=c1\sc(C(=O)OC)cc(=O)n1CCCC
1448,Cc1cc(C)c(S(C)(=O)=O)c(Oc2ccc(C(C)(C)C)cc2)n1
1449,Cc1ccccc1NC(=O)c1cnc(Nc2nc3ccccc3s2)nc1C
1450,CN(C)CCCCSC(=N)N
1451,COc1ncc2nc(C)c(=O)n(C[C@H]3CCCO3)c2n1
1452,CC(C)(C)S(=O)(=O)c1cnc2c(-c3ccc(F)cc3)cnn2c1N
1453,Cc1nc(S(=O)(=O)NC2CCCCC2)c(C#N)c(C)c1Cl
1454,CCC/N=C/c1c(CCC)nn(-c2nc3ccccc3s2)c1O
1455,Nc1nc(SCc2ccccc2Cl)cc(C(=O)O)n1
1456,Cc1noc(C)c1-c1cncnc1NC1CC1
1457,C[C@H](O/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12)c1cn([C@H]2COC[C@H]2O)nn1
1458,NC/C=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21
1459,O=c1c(CCc2ccccc2)nc2cnc(N3CCOCC3)nc2n1CCc1ccccc1
1460,NCC1=C(CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CCCC1
1461,CC(C)CCC(=O)O.C[C@@]12CCC(=O)C[C@@H]1CC(=O)[C@H]1[C@H]3CCC[C@]3(C)C(=O)C[C@@H]12
1462,CCc1ccc2nc(Nc3nc(O)cc(COC)n3)nc(C)c2c1
1463,COc1ccc(NC(=O)N2CCC3(CC2)CCN(S(C)(=O)=O)CC3)cc1
1464,Cc1nn(CC(O)COc2ccc3c(c2)CCC3)c(C)c1Br
1465,CCCC(=O)N1CCN(c2ccc(NC(=O)c3sc4ccccc4c3Cl)cc2)CC1
1466,COc1ccccc1C(=O)N/C(=C/c1ccc(Br)cc1)C(=O)NCC(=O)O
1467,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
1468,COCCNc1nc(-c2ccccc2C)nc2ccccc12
1469,COc1cccc(Nc2ncc3nc(C)c(=O)n(CCC#N)c3n2)c1
1470,C/C=C\C1=C(CO)C(=O)[C@@H]2O[C@H]2C1=O
1471,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1
1472,C[N+](C)(C)CCCCCC[N+](C)(C)C
1473,O=C(Nc1c(C(=O)N2CCCCC2)cnn1-c1ccccc1)c1ccco1
1474,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
1475,O=C(Nc1ccccc1)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccco1
1476,Cc1cc(-c2ccc(NCC(=O)Nc3ccc(-c4cnccn4)cn3)cc2)ccn1
1477,O=C(Nc1cccc(Br)c1)c1nc(Br)cs1
1478,Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1
1479,CC(C)c1nc(C(=O)NC2CCN(CC3(O)CCOCC3)CC2)c2ccccn12
1480,COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3cccc(CN4CCN(C)CC4)c3)ncn2)c1Cl
1481,Cc1nnc(C)n1-c1ccc(O[C@H]2c3cc(Cl)cc(Cl)c3C[C@@H]2N2CC[C@@H](O)C2)c(F)c1
1482,COc1cccc(CN(CCN2CCCC2)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1
1483,CN(C)CCC(NC(=O)Nc1ccc(-c2cn[nH]c2)cc1)c1ccccc1
1484,COc1cccc(CN(CCN(C)C)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1
1485,C[C@@H]1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl
1486,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(CN(Cc3ccsc3)C(C)C)c2)cc1
1487,CNCCS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12
1488,CCNCCS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12
1489,Cc1cc(Oc2ccc(-c3ccn(CCC(C)C)c(=O)c3C#N)cc2)ccn1
1490,O=c1[nH]c(=O)n(C2CCCO2)cc1F
1491,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
1493,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
1494,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
1495,O=S1(=O)CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1
1496,CCC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1
1497,COC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1
1498,CC(C)CC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1
1499,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccccn2)nc1
1500,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
1501,N=C(Nc1ccccc1)Nc1ccccc1
1502,CCC(=O)N(Cc1ccc(C(F)(F)F)cc1)c1cccc(-c2nnn[nH]2)c1
1503,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
1504,CONC(=N)NCCC[C@H](NC(=O)N1CCN(C)CC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccn1)CCc1ccccc1
1505,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
1506,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
1507,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccccc3)C1)O2)NO
1508,CC(=O)N1CCCn2nc(COc3ccccc3)cc21
1509,COc1ccc2[nH]c(SCC3CCCCC3)nc2c1
1510,COc1ccc2[nH]c(SCCCO)nc2c1
1511,COc1ccc2[nH]c(SCCCC(=O)O)nc2c1
1512,COc1ccc2[nH]c(SCc3ccc4ccccc4n3)nc2c1
1513,CCOc1ccc2[nH]c(SCc3ccccn3)nc2c1
1514,CC(C)(C)[C@@H](CO)NCC(=O)N1CCc2ccccc2C1C1CCCCC1
1515,CC(C)C[C@@H](CO)NCC(=O)N1CCc2ccccc2C1C1CCCCC1
1516,C[C@@H](O)CNCC(=O)N1CCc2ccccc2[C@@H]1C1CCCCC1
